FILE,COLUMN,TYPE,UNIT,FORMULA,SOURCE,EARLIEST_AVAILABILITY,POINT_IN_TIME_FEATURE_OR_OUTCOME,MISSING_VALUE_MEANING,KNOWN_LIMITATION
regime_blocks.csv,n_window_entries,int,-,"shadow-uri cu intrarea in [B-60 min, B)",-,-,PIT,-,-
regime_blocks.csv,n_unresolved_excluded,int,-,"din fereastra, nerezolvate la B (excluse)",-,-,PIT,-,-
regime_blocks.csv,gate_N,int,-,N rezolvate,-,-,PIT,-,-
regime_blocks.csv,gate_trimmed_mean,float,USD,medie trimata 10 % (k=floor(0.1N) eliminate la fiecare capat),-,-,PIT,-,-
regime_blocks.csv,gate_PF,float,-,profit factor al ferestrei,-,-,PIT,inf daca fara pierderi,-
regime_blocks.csv,gate_median,float,USD,-,-,-,PIT,-,-
regime_blocks.csv,gate_ex_best_1_EV,float,USD,EV fara cea mai buna tranzactie,-,-,PIT,-,-
regime_blocks.csv,gate_EV_first30,float,USD,"EV al intrarilor din [B-60,B-30)",-,-,PIT,gol = fara observatii,-
regime_blocks.csv,gate_EV_second30,float,USD,"EV al intrarilor din [B-30,B)",-,-,PIT,-,-
regime_blocks.csv,REGIME_ON,int 0/1,-,toate cele 7 conditii ale portii,spec,la inceputul blocului,PIT,-,-
regime_blocks.csv,migrations_available_in_block,int,-,migrari eligibile cu eligibilitate in bloc,-,-,PIT,-,-
regime_blocks.csv,selected_pool_id,string,-,pool-ul tranzactionat de strategie in bloc,-,-,PIT,gol = niciunul,-
regime_blocks.csv,skip_reason,string,-,-,-,-,META,-,-
regime_blocks.csv,no_future_fields_in_decision,string,-,YES,-,-,META,-,-
regime_blocks.csv,OUTCOME_strategy_pnl_usd,float,USD,OUTCOME VIITOR: PnL al tranzactiei strategiei ($25),-,dupa iesire,OUTCOME,gol = fara tranzactie,-
regime_blocks.csv,OUTCOME_strategy_exit_kind,string,-,OUTCOME VIITOR: TP/SL/TIMEOUT,-,-,OUTCOME,-,-
regime_executed_trades.csv,block_start_utc,string,UTC,inceputul blocului de 15 min,-,-,KEY,-,-
regime_executed_trades.csv,block_decision_ts,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,pool_id,string(hex32),-,sha256('external-review-v1:'+pool_address)[:32],CreatePoolEvent / pool tape,la crearea pool-ului,KEY,-,hash unidirectional; nu se poate inversa
regime_executed_trades.csv,mint_id,string(hex32),-,sha256('external-review-v1:'+mint)[:32],CreateEvent/CompleteEvent,la creare,KEY,-,idem
regime_executed_trades.csv,regime_decision,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,complete_ts,int,s epoch,ts on-chain al tranzactiei care completeaza curba,CompleteEvent (ts al TradeEvent din aceeasi tx; SEP01 blockTime),la completare,META/PIT,-,rezolutie 1 s
regime_executed_trades.csv,eligibility_ts,int,s epoch,complete_ts+7,-,-,PIT,-,-
regime_executed_trades.csv,entry_ts,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,entry_slot,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,exit_ts,float,s epoch,OUTCOME VIITOR,-,-,OUTCOME,-,-
regime_executed_trades.csv,exit_kind,string,-,OUTCOME VIITOR: TP/SL/TIMEOUT (SL primul in acelasi slot),-,-,OUTCOME,-,-
regime_executed_trades.csv,exit_value_usd,float,USD,OUTCOME VIITOR: lichidare exacta la iesire,-,-,OUTCOME,-,-
regime_executed_trades.csv,pnl_usd_25,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,latency_s,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,observation_s,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,fee_bps_entry,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,ordering,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,eligible_boost,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,eligible_coverage,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,eligible_no_gap,-,-,vezi README,-,-,META,-,-
regime_executed_trades.csv,bankroll_100_notional,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_100_pnl,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_100_before,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_100_after,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_100_drawdown,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_500_notional,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_500_pnl,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_500_before,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_500_after,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_500_drawdown,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_2000_notional,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_2000_pnl,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_2000_before,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_2000_after,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
regime_executed_trades.csv,bankroll_2000_drawdown,float,USD,"OUTCOME: notional/pnl/bankroll inainte-dupa/drawdown la bankroll-ul indicat (notional = min(25, B, 0.01*B/0.30), PnL recalculat exact la notional)",regime_gate.py::bankroll,-,OUTCOME,gol = tranzactie sarita (capital),-
hourly_daily_summary.csv,level,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,utc,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,date_utc,date,UTC,zi UTC a CompleteEvent,CompleteEvent.ts,-,META,-,-
hourly_daily_summary.csv,regime_state,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,coverage,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,n_shadow,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,EV_usd,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,median_usd,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,PF,-,-,vezi README,-,-,META,-,-
hourly_daily_summary.csv,P_gt0,-,-,vezi README,-,-,META,-,-
